source,author,title,description,url,urlToImage,publishedAt,content,company,extracted_metrics,article_length,title_length,has_revenue_mention,has_growth_mention,has_partnership_mention,has_acquisition_mention
"{'id': 'wired', 'name': 'Wired'}","Jonathan M. Gitlin, Ars Technica",Trump Will Reportedly Block the US Government and Military From Buying EVs,Donald Trump’s attack on clean vehicles is shaping up to be bigger than previously thought.,https://www.wired.com/story/trump-to-block-the-government-and-military-from-buying-evs/,"https://media.wired.com/photos/6760cb01b031e288f0c83d86/191:100/w_1280,c_limit/EV-Gear.jpg",2024-12-17 14:30:00+00:00,"The incoming Trump administration has even more plans to delay electric vehicle adoption than previously thought. According to Reuters, which has seen transition team documents, the Trump team wants … [+4975 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,74.0,,,,
"{'id': 'the-verge', 'name': 'The Verge'}",Richard Lawler,Cybertruck explosion investigation identifies the driver and tracks its path to Las Vegas,Law enforcement officials have identified the driver of the Cybertruck that exploded in front of the Trump Hotel as Matthew Livelsberger.,https://www.theverge.com/2025/1/3/24334937/cybertruck-explosion-trump-hotel-las-vegas,https://cdn.vox-cdn.com/thumbor/D5PiDPa9wC0x4vxA56dhPRWJ7BA=/286x138:1485x897/1200x628/filters:focal(760x495:761x496)/cdn.vox-cdn.com/uploads/chorus_asset/file/25815346/videoframe_55231.png,2025-01-03 17:00:38+00:00,Cybertruck explosion investigation identifies the driver and tracks its path to Las Vegas  Cybertruck explosion investigation identifies the driver and tracks its path to Las Vegas   / Authorities sa… [+3434 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,89.0,,,,
"{'id': None, 'name': 'NPR'}",The Associated Press,"Man who exploded Cybertruck in Las Vegas used ChatGPT in planning, police say","The highly decorated soldier who exploded a Tesla Cybertruck outside the Trump hotel in Las Vegas used generative AI including ChatGPT to help plan the attack, Las Vegas police said Tuesday.",https://www.npr.org/2025/01/07/nx-s1-5251611/cybertruck-explosion-las-vegas-chatgpt-ai,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3840x2160+0+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F39%2Fdb%2F586d489c47618a4c01a53ec3e2a6%2Fap25002746037889.jpg,2025-01-07 22:32:26+00:00,"LAS VEGAS The highly decorated soldier who exploded a Tesla Cybertruck outside the Trump hotel in Las Vegas used generative AI including ChatGPT to help plan the attack, Las Vegas police said Tuesday… [+2486 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,77.0,,,,
"{'id': None, 'name': 'Yahoo Entertainment'}",Ramish Cheema,"Jim Cramer on Tesla, Inc (TSLA): ‘Shares Of Tesla Are Down About 13% Year To Date’","We recently published an article titled Jim Cramer’s Bold Predictions About These 15 AI Stocks. In this article, we are going to take a look at where Tesla, ...",https://finance.yahoo.com/news/jim-cramer-tesla-inc-tsla-051807610.html,https://s.yimg.com/ny/api/res/1.2/R3DsTXHuX1Up50du0B.awA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/1277c6032fd09b727a10249a170024cf,2024-12-30 05:18:07+00:00,"We recently published an article titled Jim Cramer's Bold Predictions About These 15 AI Stocks. In this article, we are going to take a look at where Tesla, Inc (NASDAQ:TSLA) stands against the other… [+6993 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,82.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Kwan Wei Kevin Tan,Here's what we know so far about who's working on DOGE,The commission said in an X post in November that applicants could send their CVs via direct message.,https://www.businessinsider.com/what-we-know-so-far-who-working-on-doge-musk-2024-12,https://i.insider.com/67637eaa5cddac6581d6dab8?width=1200&format=jpeg,2024-12-19 04:55:43+00:00,"President-elect Donald Trump tapped Elon Musk and Vivek Ramaswamy to lead the Department of Government Efficiency, or DOGE, in November.Brandon Bell via Getty Images  <ul><li>Elon Musk's DOGE has hir… [+3430 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,54.0,,,,
"{'id': None, 'name': ""Investor's Business Daily""}","ED CARSON, Investor's Business Daily",Dow Jones Futures: Stock Market Ends 2024 On Weak Note; Tesla Deliveries Due,Here's what investors should do now.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-2024-weak-tesla-deliveries-due/,https://www.investors.com/wp-content/uploads/2020/01/stock-holiday-NewYears-01-adobe.jpg,2024-12-31 22:12:16+00:00,"Dow Jones futures edged higher after hours, along with S&amp;P 500 futures and Nasdaq futures, heading into the New Year's Day holiday.  The stock market ended a strong 2024 on a weak note. The Nasda… [+7155 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,76.0,,,,
"{'id': None, 'name': 'CNET'}",Antuan Goodwin,Honda's Gorgeous 0 Series EVs Begin Production Next Year,"Honda reintroduces its 0 Series electric vehicles at CES 2025, announcing the new ASIMO operating system and plans to begin production in 2026.",https://www.cnet.com/home/electric-vehicles/hondas-gorgeous-0-series-evs-begin-production-next-year/,https://www.cnet.com/a/img/resize/bcd85c42aaf2e4ce9d3fa85a79ee3081677790b5/hub/2025/01/08/9c613314-4b39-4cd6-9fcd-7a405c0de1a3/honda-0-series-prototypes-2025-ces-25.jpg?auto=webp&fit=crop&height=675&width=1200,2025-01-08 20:20:15+00:00,"Honda's 0 (Zero) series of electric vehicles returns to CES this year, graduating from concept to prototype and powered by new technology with a familiar name. The wedge-shaped 0 Saloon and 0 SUV are… [+4109 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,56.0,,,,
"{'id': None, 'name': 'Yahoo Entertainment'}",Brett LoGiurato,"Stock market today: Dow ekes out gains, bitcoin slumps as 'Santa Claus' rally takes a pause",US stocks were set to open post-Christmas trading with a bit of a hangover.,https://finance.yahoo.com/news/live/stock-market-today-dow-ekes-out-gains-bitcoin-slumps-as-santa-claus-rally-takes-a-pause-175235354.html,https://s.yimg.com/ny/api/res/1.2/VqjzhRsOuDfI1uCTtLnoZg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-08/271990f0-5e7b-11ef-ab67-afc2b15399da,2024-12-26 17:52:35+00:00,"US stocks struggled to meaningfully extend a ""Santa Claus"" rally the day after Christmas while Wall Street digested one of the only significant economic data points of the week.  The S&amp;P 500 (^GS… [+7385 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,91.0,,,,
"{'id': None, 'name': 'Yahoo Entertainment'}",Qiaoyi Li and Brenda Goh,Beijing unveils plans to boost driverless vehicle use in capital,"China's capital Beijing passed new regulations on Tuesday to encourage autonomous driving technology in the city, with authorities planning to eventually...",https://www.yahoo.com/tech/beijing-unveils-plans-boost-driverless-051938845.html,https://media.zenfs.com/en/reuters.com/3cc3e68c2627d2c3b751b189e2d74395,2024-12-31 05:19:38+00:00,Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways  B… [+1905 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,64.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Nora Naughton,"Tesla could see 40% of its profits evaporate when Trump takes office, JPMorgan warns","Despite the Musk-Trump bromance, Tesla is facing a tough year after disappointing 2024 sales numbers.",https://www.businessinsider.com/tesla-profit-could-shrink-under-trump-policies-jpmorgan-2025-1,https://i.insider.com/6778075159d276c1cdafecf2?width=1200&format=jpeg,2025-01-03 16:42:23+00:00,Elon Musk threw his support behind Donald Trump's reelection campaign. Getty Images  <ul><li>Tesla's disappointing sales could be a wake-up call for investors.</li><li>Trump's proposed cuts to EV sub… [+2916 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,84.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Kwan Wei Kevin Tan,The 'godfather' of AI is backing Elon Musk's lawsuit against OpenAI,"In November, Musk's lawyers filed an injunction against OpenAI to stop its transition to a for-profit entity.",https://www.businessinsider.com/geoffrey-hinton-backs-elon-musk-openai-lawsuit-2024-12,https://i.insider.com/67737d206b318443a944ead9?width=1024&format=jpeg,2024-12-31 09:48:52+00:00,"""Allowing it to tear all of that up when it becomes inconvenient sends a very bad message to other actors in the ecosystem,"" Geoffrey Hinton said of OpenAI's plan to become a for-profit company.Anna … [+2958 chars]",Tesla,"{'has_revenue_mention': True, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,67.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Tom Carter,Hyundai CEO says Elon Musk's bromance with Trump will be good for Tesla's rivals,Hyundai CEO Jose Munoz said he thinks the Tesla CEO's influence over the Trump administration may be positive for the rest of the auto industry.,https://www.businessinsider.com/hyundai-boss-musks-bromance-trump-be-good-for-teslas-rivals-2025-1,https://i.insider.com/674060139f2901eb60364d0e?width=1024&format=jpeg,2025-01-08 12:46:36+00:00,Hyundai CEO Jose Munoz.ROBYN BECK/AFP via Getty Images  <ul><li>Hyundai CEO Jose Munoz isn't worried about Elon Musk's close relationship with Donald Trump.</li><li>The boss of the Tesla rival told B… [+2346 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,80.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Nora Naughton,The most popular cars of 2024: It was the year of the hybrid.,"Hybrids had their best year ever in 2024, and they're all over the year's 10 best-selling models, which included the Ford F-150 and Tesla Model Y.",https://www.businessinsider.com/most-popular-cars-2024-ford-toyota-honda-tesla-chevrolet-2024-12,https://i.insider.com/6765d0ac6c531c315b89b541?width=1200&format=jpeg,2024-12-30 09:12:01+00:00,Honda takes two spots in the top 10 this year.Brandon Bell/Getty Images  <ul><li>Hybrids ruled the roost in 2024.</li><li>Some of the most popular cars in 2024 also have the highest share of hybrid s… [+4999 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,61.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,"'Big Short' investor Michael Burry kept quiet, piled into China tech, and won big with a stock bet in 2024","Michael Burry refrained from posting on X, bet big on a trio of Chinese tech giants, and saw one stock wager pay off last year.",https://www.businessinsider.com/big-short-michael-burry-2024-highlights-twitter-china-tech-stocks-2025-1,https://i.insider.com/677e84ac8951662c9f1f2cb3?width=1078&format=jpeg,2025-01-09 10:02:45+00:00,"Michael Burry, the investor of ""The Big Short"" fame.Astrid Stawiarz/Getty Images  <ul><li>Michael Burry stayed quiet, bet big on Chinese tech giants, and saw one stock wager pay off in 2024.</li><li>… [+4151 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,106.0,,,,
"{'id': None, 'name': 'Yanko Design'}",Sarang Sheth,Tesla Cybertruck with a Solar Panel Wrap Gives it an Extra 15 Miles of Range,"Tesla Cybertruck with a Solar Panel Wrap Gives it an Extra 15 Miles of RangeThe Tesla Cybertruck has always been a magnet for both innovation and intrigue, but the latest third-party modification takes its futuristic aura to another level—a...",https://www.yankodesign.com/2025/01/14/tesla-cybertruck-with-a-solar-panel-wrap-gives-it-an-extra-15-miles-of-range/,https://www.yankodesign.com/images/design_news/2025/01/auto-draft/solar_panel_cybertruck_1.jpg,2025-01-14 09:15:03+00:00,"The Tesla Cybertruck has always been a magnet for both innovation and intrigue, but the latest third-party modification takes its futuristic aura to another levela $10,000 solar panel wrap that adds … [+3627 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,76.0,,,,
"{'id': None, 'name': 'Digital Trends'}",Nick Godt,"Honda and Nissan in merger talks to face Tesla, Chinese EV rivals, reports say",Honda and Nissan are discussing a merger that would enable them to better withstand fierce competition from EV rivals.,https://www.digitaltrends.com/cars/honda-nissan-merger/,https://www.digitaltrends.com/wp-content/uploads/2024/12/2025-honda-prologue-3-672e5d587096e_0b5d0e.avif?resize=1200%2C630&p=1,2024-12-18 22:56:39+00:00,"Honda and Nissan, Japan’s second- and third-largest automakers, are holding merger talks to create a structure that would enable them to better withstand fierce competition from the likes of Tesla an… [+1850 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,78.0,,,,
"{'id': None, 'name': ""Investor's Business Daily""}","ED CARSON, Investor's Business Daily","Dow Jones Futures: Stock Market Sells Off As Nvidia, Palantir Tumble; What To Do Now",The stock market sold off Tuesday as yields rose and growth stocks fell sharply.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-sells-off-nvidia-palantir-tumble/,https://www.investors.com/wp-content/uploads/2025/01/Stock-Nvidia-greenbackground-01-shutt.jpg,2025-01-08 00:50:19+00:00,"Dow Jones futures rose slightly overnight, along with S&amp;P 500 futures and Nasdaq futures.  The stock market rally suffered sharp losses Tuesday, with the Nasdaq diving in massive volume and S&amp… [+6941 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,84.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Tom Carter,BYD makes much more than cars. These 5 side hustles also helped turn the Chinese EV giant into a challenger to Elon Musk's Tesla.,"Like its rival Tesla, BYD makes and sells a range of products alongside its electric vehicles, from solar panels to buses.",https://www.businessinsider.com/byd-tesla-side-hustles-batteries-rail-buses-energy-2024-12,https://i.insider.com/67604557cf8d1359a2e02724?width=1200&format=jpeg,2024-12-26 10:01:01+00:00,"BYD has rapidly become one of the world's largest sellers of EVs.INA FASSBENDER/AFP via Getty Images  <ul><li>BYD is chasing down Tesla on EV sales, but the Chinese giant is much more than just a car… [+4711 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,129.0,,,,
"{'id': None, 'name': 'Yahoo Entertainment'}",Rick Kazmer,Scientists unveil next-gen battery tech that could revolutionize EVs: 'This represents a foundational technology',"""These material-based structural batteries can serve as internal components in cars, drones, airplanes, and robots.""",https://www.yahoo.com/tech/scientists-unveil-next-gen-battery-104525107.html,https://s.yimg.com/ny/api/res/1.2/_N6bZdKrmDnw5aGGeYIrAQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03ODE-/https://media.zenfs.com/en/the_cool_down_737/9b7aa545ddd1ba051eb576cf44dbb818,2025-01-04 10:45:25+00:00,Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways  I… [+3506 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,113.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Bernie Sanders calls out Elon Musk for pressuring lawmakers over funding bill: 'This is oligarchy at work',"Sen. Bernie Sanders asked if Republicans work for ""President Musk,"" and slammed the Tesla CEO for pressuring lawmakers to vote the way he wants.",https://www.businessinsider.com/bernie-sanders-elon-musk-government-funding-bill-trump-oligarchy-billionaires-2024-12,https://i.insider.com/676550251cee543535a87469?width=1024&format=jpeg,2024-12-20 11:54:20+00:00,Tesla CEO Elon Musk (left) and President-elect Donald Trump.Brandon Bell/Pool via AP  <ul><li>Bernie Sanders says Elon Musk is using his wealth and political clout to undermine US democracy.</li><li>… [+4141 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,106.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,Elon Musk's unforgettable year in 7 charts,"These charts tell the story of Elon Musk's 2024 by tracking Tesla, SpaceX, xAI, Neuralink, X, election spending, and net worth.",https://www.businessinsider.com/elon-musk-tesla-stock-spacex-valuation-xai-neuralink-trump-charts-2024-12,https://i.insider.com/676483c31cee543535a861f6?width=1200&format=jpeg,2024-12-21 11:10:01+00:00,"Tesla and SpaceX CEO Elon Musk.Patrick Pleul / POOL / AFP via Getty; Rebecca Zisser/BI  <ul><li>Elon Musk has had a big year with Tesla and SpaceX soaring in value, supercharging his net worth.</li><… [+5755 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,42.0,,,,
"{'id': 'time', 'name': 'Time'}",Mike Catalini / AP,Police Say Suspect in Tesla Explosion Outside Trump Hotel Used AI to Help Plan Attack,Sheriff of the Las Vegas Metropolitan Police Department called the use of generative AI a “game-changer” and “a concerning moment” and said the department was sharing information with other law enforcement agencies.,https://time.com/7205428/chatgpt-ai-plan-attack-tesla-cybertruck-explosion-trump-hotel-police/,https://api.time.com/wp-content/uploads/2025/01/tesla-cybertruck-explosion-suspect.jpg?quality=85&crop=0px%2C17px%2C1024px%2C536px&resize=1200%2C628&strip,2025-01-08 03:00:00+00:00,"The highly decorated soldier who exploded a Tesla Cybertruck outside the Trump hotel in Las Vegas used generative AI including ChatGPT to help plan the attack, Las Vegas police said Tuesday.  Nearly … [+4529 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,85.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Jyoti Mann,"Meet the power players at Elon Musk's xAI, the startup taking on OpenAI with its Grok chatbot","Meet the key figures at Elon Musk's xAI, the $50 billion startup behind the chatbot Grok that's taking on ChatGPT.",https://www.businessinsider.com/xai-power-players-elon-musk-startup-grok-2024-12,https://i.insider.com/6749ef419f2901eb6037b16f?width=1200&format=jpeg,2024-12-24 08:30:01+00:00,xAI was founded by Elon Musk in 2023.Jaap Arriens/NurPhoto via Getty Images  <ul><li>Elon Musk's startup xAI has attracted top talent since launching in July 2023. </li><li>xAI has raised more than $… [+6967 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,93.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Tom Carter,Sam Altman says Elon Musk is 'clearly a bully' who likes to get in fights with rivals,Altman said he believes much of Musk's animosity is rooted in OpenAI's recent success and the fact that he now runs a direct competitor.,https://www.businessinsider.com/sam-altman-elon-musk-is-clearly-a-bully-2024-12,https://i.insider.com/67653f1c1cee543535a873ca?width=1024&format=jpeg,2024-12-20 10:52:00+00:00,"Elon Musk (left) and Sam Altman (right).Steve Granitz, Andrew Caballero-Reynolds/Getty Images  <ul><li>Sam Altman isn't done firing shots at Elon Musk.</li><li>The OpenAI CEO said the Tesla boss was … [+2361 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,85.0,,,,
"{'id': None, 'name': 'Quartz India'}",William Gavin,Nvidia finds a partner for self-driving trucks — and the company's stock soars,Aurora Innovation (AUR) stock was booming early Tuesday after the company’s latest partnership was revealed during Nvidia CEO Jensen Huang’s Consumer Electronics Show (CES) keynote on Monday.Read more...,https://qz.com/aurora-nvidia-self-driving-trucks-stock-ai-chips-ces-1851733900,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/db040b4c2cc96e8e58104360d380a941.jpg",2025-01-07 14:25:00+00:00,In This Story  Aurora Innovation (AUR0.00%  ) stock was booming early Tuesday after the companys latest partnership was revealed during Nvidia CEO Jensen Huangs Consumer Electronics Show (CES) keynot… [+2503 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': True, 'has_acquisition_mention': False}",214.0,78.0,,,,
"{'id': None, 'name': 'Yahoo Entertainment'}",AJ Fabino,Elon Musk Says U.S. Needs More Power – But Rising Electric Bills Are Already Shocking Buyers,"As Tesla Inc CEO Elon Musk predicts U.S. electricity demand will triple by 2045, American homeowners already struggle with soaring power bills that...",https://finance.yahoo.com/news/elon-musk-says-u-needs-130022364.html,https://media.zenfs.com/en/benzinga_79/3de93baee757ac5b7f6124f907b3250b,2024-12-19 13:00:22+00:00,"Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.  As Tesla Inc CEO Elon Musk predicts U.S. electricity demand will triple by 2045, American homeown… [+3297 chars]",Tesla,"{'has_revenue_mention': True, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,92.0,,,,
"{'id': 'fox-news', 'name': 'Fox News'}","Kurt Knutsson, CyberGuy Report",China’s newest humanoid robot is ready to serve like never before,A Chinese company has developed a new bipedal humanoid robot that stands over 5 feet tall and can tackle a wide range of tasks in different settings.,https://www.foxnews.com/tech/chinas-newest-humanoid-robot-ready-serve-like-never-before,https://static.foxnews.com/foxnews.com/content/uploads/2025/01/1-chinas-newest-humanoid-robot-is-ready-to-serve-like-never-before.jpg,2025-01-11 20:00:48+00:00,"Chinese startup Pudu Robotics has unveiled its latest creation, the D9 humanoid robot, designed to revolutionize the way we work and interact with machines.   Standing at an impressive 5.57 feet tall… [+3414 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,65.0,,,,
"{'id': None, 'name': 'Ohiocapitaljournal.com'}",Howard Yu,Western self-sufficiency in computer chips is just not going to happen,American microchip giant Intel is looking for a new CEO following Pat Gelsinger’s shock resignation. This represents more than just a corporate shake-up...,https://ohiocapitaljournal.com/2025/01/08/western-self-sufficiency-in-computer-chips-is-just-not-going-to-happen/,https://media.zenfs.com/en/ohio_capital_journal_articles_828/c63959fc307aab648bc7b81055de1805,2025-01-08 09:30:01+00:00,"Former Intel CEO Pat Gelsinger at a groundbreaking ceremony for Intels new semiconductor manufacturing site, September 9, 2022, in Licking County, Ohio. (Photo by Graham Stokes for the Ohio Capital J… [+6813 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,70.0,,,,
"{'id': None, 'name': 'Gizmodo.com'}","Daniel Rothberg for ProPublica and Dayvid Figler, City Cast Las Vegas",Elon Musk’s Boring Company Is Tunneling Beneath Las Vegas With Little Oversight,"Boring Company is constructing a planned 68-mile tunnel system beneath Las Vegas. Because it’s privately funded, it has not gone through the vetting typical of public transit systems.",https://gizmodo.com/elon-musks-boring-company-is-tunneling-beneath-las-vegas-with-little-oversight-2000548632,https://gizmodo.com/app/uploads/2020/11/pqj1wlwpgybihlwyq6jc.jpg,2025-01-11 13:00:06+00:00,"This story was originally published by ProPublica.  Elon Musks Boring Company spent years pitching cities on a novel solution to traffic, an underground transportation system to whisk passengers thro… [+24527 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,79.0,,,,
"{'id': None, 'name': 'Quartz India'}",Vinamrata Chaturvedi,The Dow rebounds 300 Points as Nvidia and Tesla surge,"The Dow staged a rebound Thursday morning, following Wednesday’s 1,100-point plunge that marked its longest losing streak since 1974. The upturn came despite investor disappointment over the Federal Reserve’s conservative approach to rate cuts. Other major in…",https://qz.com/dow-rebounds-fed-rate-nvidia-tesla-micron-accenture-1851725104,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/db975ef6c784937b0242a703a0276a74.jpg",2024-12-19 15:15:00+00:00,"In This Story  The Dow staged a rebound Thursday morning, following Wednesdays 1,100-point plunge that marked its longest losing streak since 1974. The upturn came despite investor disappointment ove… [+1472 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,53.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}",Tom Carter,The world's largest EV battery maker was just added to a Pentagon blacklist. Here's what it means.,"The Department of Defence added battery giant CATL to its list of ""Chinese military companies"" operating in the United States on Monday.",https://www.businessinsider.com/catl-just-added-to-pentagon-blacklist-heres-what-it-means-2025-1,https://i.insider.com/677d27a74fdf00939ed68a1e?width=1200&format=jpeg,2025-01-07 13:45:56+00:00,"CATL is the world's largest battery manufacturer, with a market share of around 37%.Martin Schutt/picture alliance via Getty Images  <ul><li>Key Tesla supplier CATL said it may take legal action over… [+2850 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': True, 'has_acquisition_mention': False}",214.0,98.0,,,,
"{'id': 'business-insider', 'name': 'Business Insider'}","Rebecca Rommen,Nathan Rennolds",Italy's right-wing Prime Minister Giorgia Meloni holds surprise meeting with Trump at Mar-a-Lago,"Meloni received a rapturous welcome to Trump's Palm Beach resort, according to videos circulating on social media.",https://www.businessinsider.com/italian-pm-meloni-surprise-meeting-trump-at-mar-a-lago-2025-1,https://i.insider.com/677a5a9a9de00e389eb46176?width=1200&format=jpeg,2025-01-05 12:10:17+00:00,Italian government/Handout via Reuters  <ul><li>Italian Prime Minister Giorgia Meloni made a surprise visit to Mar-a-Lago on Saturday.</li><li>Meloni received a rapturous welcome to Trump's Florida r… [+3498 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,96.0,,,,
"{'id': None, 'name': 'Ritholtz.com'}",Barry Ritholtz,"Transcript: Tony Kim, Blackrock Active Technology","The transcript from this week’s, MiB: Tony Kim, Blackrock Active Technology, is below. You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, YouTube, and Bloomberg. All of our earlier podcasts on your fav…",https://ritholtz.com/2024/12/transcript-tony-kim/,https://ritholtz.com/wp-content/uploads/2023/02/Mib-tile.png,2024-12-17 13:00:54+00:00,"The transcript from this weeks, MiB: Tony Kim, Blackrock Active Technology, is below.  You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, You… [+66383 chars]",Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",215.0,49.0,,,,
"{'id': None, 'name': 'Digital Trends'}",Christian de Looper,Volvo EX90 vs Tesla Model Y: Is Tesla’s cheaper EV also better?,"The long-awaited Volvo EX90 is finally here, and it has a lot going for it. But it also has to compete with the Tesla Model Y. Which electric SUV wins?",https://www.digitaltrends.com/cars/volvo-ex90-vs-tesla-model-y-is-teslas-cheaper-ev-also-better/,https://www.digitaltrends.com/wp-content/uploads/2024/09/DSC_1082.jpeg?resize=1200%2C630&p=1,2025-01-02 19:00:47+00:00,Table of Contents  Table of Contents  Design  Interior and tech  Performance  Range and charging  Pricing and availability  Overall winner: Tesla Model Y  The Volvo EX90 is finally here. The all-elec… [+6642 chars],Tesla,"{'has_revenue_mention': False, 'has_growth_mention': False, 'has_partnership_mention': False, 'has_acquisition_mention': False}",214.0,63.0,,,,
